,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1435,40,It's a very odd feeling to cross a UN administered neutral zone in the middle of a country's capital city into another country that isn't officially recognised by your own government.The crossing point itself was fine to get through on the day we were there with a very short queue on the Greek side and a slightly longer one on the Turkish side but I can see how it could be busy later in the season. You can't really see much as you walk through the neutral zone as everything is blocked off but if you look up you can see how the buildings have been abandoned and are sort of time capsules of that day in 1974.It's definitely worth visiting the Turkish side. You can sense an immediate difference - it is a lot quieter and the pace of life is obviously slower. I found the people to be just as friendly as on the Greek side and no more or less pushy about selling things. It is obviously poorer than the Greek side but it is all the more authentic for that. It hasn't been turned into a modern western city like every other yet.,Ledras,Review 711 Similarity,0.40824829,Review 157 Similarity,0.0,"{'neg': 0.082, 'neu': 0.84, 'pos': 0.078, 'compound': -0.2176}",-0.2176,neg
1443,50,"Quite surreal to be walking down a shopping street and see a border crossing!Take your passport with you! If you have a Turkish spouse, have been married for more than two years and you were married in Turkey, take your 'aile cuzdani' with you and they let your Turkish spouse pass through the border with you no problems.",Ledras,Review 509 Similarity,0.40291148200000004,Review 174 Similarity,0.0,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.6688}",-0.6688,neg
1449,40,"It's a very emotional place, the last city which is divided along political and religions grounds. The sculpture outside the crossing is very telling of the history and emotions around this place. We didn't cross through, however it looked very simple and their were no lines at all.",Ledras,Review 156 Similarity,0.40089186299999996,Review 184 Similarity,0.0,"{'neg': 0.045, 'neu': 0.917, 'pos': 0.039, 'compound': -0.079}",-0.079,neg
1450,50,We crossed from Greek Nicosia to Lefkosa Turk on foot.It was simple and no problems at all. In total took 1 minute.Quite strange having a divided city.,Ledras,Review 162 Similarity,0.40089186299999996,Review 185 Similarity,0.0,"{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neg
1453,30,"Sad to read that this is the country to have the last divide. The boarder crossing was not as impressive as I had thought. Two police huts and an empty street are all that the boarder is. No UN guards as I was lead to believe.Reminded me of the old Berlin check points.That said, there were plenty of cafes and shops.Worth a visit to say you've been there and seen it.",Ledras,Review 200 Similarity,0.40089186299999996,Review 188 Similarity,0.0,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.8317}",-0.8317,neg
1460,50,"don't forget your passport. see both sides of Nicosia, sadly divided, a shame that the two cultures are split",Ledras,Review 746 Similarity,0.40089186299999996,Review 199 Similarity,0.0,"{'neg': 0.261, 'neu': 0.665, 'pos': 0.074, 'compound': -0.6409}",-0.6409,neg
1463,50,"We were there for a daytrip and couldn't miss the opportunity to cross the border of the last divided capital. We came from the northern part of the town (the turkish one), after getting a stamp on the turkish side of the border we could stare at the buffer zone, some very deteriorated buildings witnesses the memories of the war.A quick check on the greek part and we are through, quite a different scenario, more modern and western than the Nicosia we just left.The way back is also smooth, no controls at all on the greek part yet another stamp on my passport on the turkish side.I would recommend anyone to cross the border, it's very interesting to see the results of a fierce and brutal conflict happened less than 40 years ago.",Ledras,Review 950 Similarity,0.390360029,Review 205 Similarity,0.0,"{'neg': 0.078, 'neu': 0.872, 'pos': 0.05, 'compound': -0.6117}",-0.6117,neg
1465,30,"Had a wander down to the crossing took a few pictures and that was it realy. Didn't bother crossing over but it was very quiet. Definately worth a look if your in the area but nothing special. Just around the corner from the crossing point is an abandoned street from the time of the conflict complete with oil drums, sand bags and barbed wire to stop you venturing beyond.",Ledras,Review 768 Similarity,0.385758375,Review 211 Similarity,0.0,"{'neg': 0.164, 'neu': 0.78, 'pos': 0.055, 'compound': -0.8546}",-0.8546,neg
1467,40,"The experience of walking thru the short and narrow buffer zone street is a way to focus your attention on the sad separation of this city...to remember that from 1963 this street has been a guarded crossing, and from 1974 until April 2008, no one crossed this walled street. In the late 1950s revolutionary period, this area was known as ""murder mile"".",Ledras,Review 921 Similarity,0.385758375,Review 213 Similarity,0.0,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.875}",-0.875,neg
1485,40,Interesting to be able to cross to Northern side. Not really an attraction but bring your passport. Apparently you cannot bring game good back so beware. There were bag searches if you had plastic bags,Ledras,Review 549 Similarity,0.37796447299999997,Review 241 Similarity,0.0,"{'neg': 0.128, 'neu': 0.825, 'pos': 0.048, 'compound': -0.477}",-0.477,neg
1488,10,"You imagine an historical check point and symbolic location connecting the Turkish and Greek parts. In reality, a boring and unattractive check point for passport control. Nothing to visit.",Ledras,Review 591 Similarity,0.37796447299999997,Review 244 Similarity,0.0,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.6369}",-0.6369,neg
1496,40,"This crossing point is very easy, if you can miss the queues at the TRNC booth! The briefest of walks brings you to the ""other side"" but as you do so, spare of thought for those affected by this awful situation.",Ledras,Review 788 Similarity,0.37796447299999997,Review 253 Similarity,0.0,"{'neg': 0.161, 'neu': 0.794, 'pos': 0.045, 'compound': -0.6592}",-0.6592,neg
1508,30,A mixure of strange feelings for us Cypriots when we come to this crossing point. You can see both Greek and Turkish Cypriots walking or shopping together as if nothing goes on and just next to them the abandoned buildings since 1974 or even some from 1963!,Ledras,Review 808 Similarity,0.358568583,Review 279 Similarity,0.0,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.6239}",-0.6239,neg
1511,40,"Crossing is a crossing, both countries had there differences but most weird thing is crossing to Turkish side and it's just the same but with alittle but more red if the Turkish flag, must do tho..........",Ledras,Review 332 Similarity,0.35714285700000004,Review 284 Similarity,0.0,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.359}",-0.359,neg
1512,10,"Be warned as the border guards will not tell you nor are their any signs. You cannot bring cigarettes over from the Turkish side as they will be impounded + you can be fined though this is unlikely. This is not a normal border crossing but a check point as the Turks are an occupying force, normal rules do not apply. Nicosia is therefore a complete waste of time, certainly not worthy of a visit on its own. Why there are no signs is beyond me unless the border guards are onto a good thing. Fake goods I can understand but the legitimate purchase of tobacco, where's the problem.",Ledras,Review 898 Similarity,0.35714285700000004,Review 286 Similarity,0.0,"{'neg': 0.157, 'neu': 0.785, 'pos': 0.058, 'compound': -0.8981}",-0.8981,neg
1514,40,We went to Nicosia on a shopping trip.It was 41 degrees!Crossing the border was a strange experience within seconds you are in another country.Interesting little twists and turns with a bazaar and plenty of shops.Beautiful church to visit.Enjoyable experience,Ledras,Review 305 Similarity,0.35634832299999997,Review 288 Similarity,0.0,"{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.2714}",-0.2714,neg
1515,20,"The crossing is really just a small booth and a sign. The street is beautiful (especially the crossing alleys) but all in all - nothing more than a street with stores.walked and passed it within 20 minutes.TIP - parking is hard to find, you'll need to pay to park in a parking lot (guess they're not 'legally licensed').",Ledras,Review 532 Similarity,0.35634832299999997,Review 291 Similarity,0.0,"{'neg': 0.084, 'neu': 0.871, 'pos': 0.044, 'compound': -0.05}",-0.05,neg
1518,40,"We wanted to see both sides of this divided city and as such we had to cross through the 'border' between the Greek side and the Turkish side of Nicosia and back again. Fairly simple really. We already knew it would be sensible, and probably essential, to have our passports and this it proved the case. We had to show our passports first to get out of the Greek side and then it was a near thirty metres or so before we showed them again to get into the Turkish side. It was the same coming back. No stamps just they wanted to see who you were and it was logged I believe. No real queues when we went through both ways but one chap did try and just walk through and he was dragged back, so they take it very seriously indeed. We went through circa 12.30 pm and came back a couple/three hours later and there were no issues at all. Very interesting though to see the different sides and there really is a difference.",Ledras,Review 678 Similarity,0.349927106,Review 297 Similarity,0.0,"{'neg': 0.054, 'neu': 0.924, 'pos': 0.022, 'compound': -0.4215}",-0.4215,neg
1519,40,"First of all: don't forget your passport! Now, in low season, we didn't have to wait very long to cross from the Greek to the Turkish part (and back). Once we arrived in the Turkisch part, we noticed the stores with fake items. Be careful with this as it is illegal to bring them to the Greek part.On the Turkish side there are a lot of interesting buildings to see, like a church that was changed into a mosque or the buyuk han and other buildings. Take your time to stroll around.",Ledras,Review 12 Similarity,0.338061702,Review 299 Similarity,0.0,"{'neg': 0.091, 'neu': 0.824, 'pos': 0.085, 'compound': -0.3871}",-0.3871,neg
1526,50,The only thing you should keep in mind if you plan to cross the border is that you should bring your passport. Passport control takes only 1 minute and you'll have no new stamps in it on entrance or returning.,Ledras,Review 196 Similarity,0.327326835,Review 312 Similarity,0.0,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1527,40,We had to do it pop over and see the neighbours! The crossing experience was much the same as the day trips from the Turkish mainland to Rhodes Meis and Samos. No hassle and a dip in to history for us . We even got to practice a bit of turkish.,Ledras,Review 269 Similarity,0.327326835,Review 314 Similarity,0.0,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.3595}",-0.3595,neg
1532,50,You can cross over at the Ledra st. Crossing and experience the bizarre border between the two divided areas. Miles of abandoned home and buildings in a UN Limbo.,Ledras,Review 601 Similarity,0.327326835,Review 323 Similarity,0.0,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
1538,30,"Really I feel like giving this one star because it's sad that in the 21st century this should even be necessary, but it's all mired up in politics unfortunately.. You stand in a Q clutching your passport (don't forget this) and fill in a bit of paper with brief details of your passport which the Turkish customs then stamp. The paper is necessary because the Greek Cypriots can throw a wobbly if you have a stamp from the Turkish side in your actual passport. What a total farce, but as I said this is all about politics. You are then allowed through and the first thing that strikes you is the tattiness of the Turkish side. Venture a bit further and you will see signs of real poverty amongst the crumbling buildings. Returning you get the bit of paper stamped again and then you wave it in front of the Greek customs person and all being well you will be let through. Don't expect smiles from anyone on either side during this depressing experience, no doubt there are rules that forbid this. And don't take photos anywhere near the border or of the security folk or you are likely to be arrested and worse. Is it worthwhile - yes I think it is even if only to thank your lucky stars you don't have to live there.",Ledras,Review 770 Similarity,0.327326835,Review 329 Similarity,0.0,"{'neg': 0.146, 'neu': 0.757, 'pos': 0.097, 'compound': -0.9419}",-0.9419,neg
1549,30,"Your passport is all you need. Passing through the ""dead zone"", as its called, you cross from the Greek side to theTurkish side. Worth doing.",Ledras,Review 199 Similarity,0.3086067,Review 346 Similarity,0.0,"{'neg': 0.147, 'neu': 0.788, 'pos': 0.065, 'compound': -0.5267}",-0.5267,neg
1552,50,You can’t miss it as it in the middle of the city. Very sad to see the divided capital. You can cross the board if you have an id.,Ledras,Review 250 Similarity,0.3086067,Review 351 Similarity,0.0,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.6115}",-0.6115,neg
1556,50,"I travelled from Larnaca to this place to check on "" the last divided capital in the world"".Yes, it is only a street with a police check before leaving the southern part and another one before entering the northern part but it is a piece of history. I had the opportunity to cross borders in Berlin, before the wall's destruction and it feels kind of the same although the situation is not as dramatic. Beware as the Cypriots are very sensitive about the issue: a few persons to whom I was asking my way declined to "" understand "" ( do not tell them that there are two countries )",Ledras,Review 486 Similarity,0.3086067,Review 359 Similarity,0.0,"{'neg': 0.048, 'neu': 0.916, 'pos': 0.035, 'compound': -0.3291}",-0.3291,neg
1558,50,"Is a must when you go in Nicosia, I suggest you to pass the border and to see all the houses remained stopped in 74'. Was a really deep experience.",Ledras,Review 565 Similarity,0.3086067,Review 362 Similarity,0.0,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.2263}",-0.2263,neg
1561,20,"Really the whole place is flooded with Made in China knock-offs of Armani Underwear, really poor copy of Chanel bags and Polo Ralph Lauren shirts. As for shops and cafes, mostly of the type catering to tourists with Coca Cola umbrellas and chairs. Crossing over is interesting for the experience of getting checked to enter and exit, but for ""local' flair it's really a shape and washed over in a Disney atmosphere.",Ledras,Review 644 Similarity,0.3086067,Review 366 Similarity,0.0,"{'neg': 0.03, 'neu': 0.944, 'pos': 0.026, 'compound': -0.0891}",-0.0891,neg
1563,40,Didn't have any problem crossing over. We used the same visa as we used earlier in the week when we crossed over to go to Famagusta.In a matter of 100 metres you just walk back 40 years in time. Plenty of small shops and cafés but the difference being no one was trying to force you to buy.,Ledras,Review 739 Similarity,0.3086067,Review 369 Similarity,0.0,"{'neg': 0.047, 'neu': 0.908, 'pos': 0.045, 'compound': -0.278}",-0.278,neg
1565,50,The closest you might feel perhaps to Check-Point Charlie. The last divided city in Europe. Bullet holes in abandoned flats with the washing still on display. A sad reminder for the safe tourist of fractured humanity.,Ledras,Review 779 Similarity,0.3086067,Review 371 Similarity,0.0,"{'neg': 0.149, 'neu': 0.78, 'pos': 0.071, 'compound': -0.4939}",-0.4939,neg
1571,40,"We went to the border crossing mainly so that we could go back and see our family home and work places now destroyed crumbling buildings occupied by the turkish army. it is a sad reality of the situation. People should really understand that this division is not a matter of ethnicity or religions clashing, as for hundreds of years turks and cypriots were living together all across the island in harmony. this is something to remember. no issues crossing just follow the instructions of the soldiers.",Ledras,Review 846 Similarity,0.303045763,Review 382 Similarity,0.0,"{'neg': 0.105, 'neu': 0.866, 'pos': 0.03, 'compound': -0.7072}",-0.7072,neg
1573,50,What more can I say? Just show your passport on the Turkish side and you are across the border in a couple of minutes. Pedestrians only. No vehicles. On the way back you have to be signed out by the Turkish side and signed in on the Greek side. Simples!,Ledras,Review 211 Similarity,0.283473355,Review 390 Similarity,0.0,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.3595}",-0.3595,neg
1574,30,"This is not a really nice place to visit. It has too many ghosts of conflicts and war, still going on with the Turkish occupied zone still with Turkish army. No doubt both sides have tales of horror but I think this is not a nice place to visit. I crossed to have a look at the Turkish occupied zone but was very pleased to get back after an hour or so wondering about. The ""other"" side looks in bad repair and not very nice, and the shops look as if they are in need of restoration to retain the older historic interest.I definitely do not rate this as an ""attraction""",Ledras,Review 912 Similarity,0.276026224,Review 397 Similarity,0.0,"{'neg': 0.184, 'neu': 0.754, 'pos': 0.062, 'compound': -0.9058}",-0.9058,neg
1575,40,"If you fancy a change of scenery it’s worth popping over for a day visit. The crossing doesn’t take long unless you happen to get stuck behind a bus load of tourists. You will need to show your passport on both sides and be aware of what you can bring back, they have a sign explaining this. You can pay with euros or local currency and most items are cheaper especially food.",Ledras,Review 4 Similarity,0.267261242,Review 399 Similarity,0.0,"{'neg': 0.048, 'neu': 0.925, 'pos': 0.027, 'compound': -0.128}",-0.128,neg
1579,40,"a must do when in the city, we did the over and back tripits sad that this diversion is still there.there is not mush to see, i wish there where some info a site",Ledras,Review 39 Similarity,0.267261242,Review 403 Similarity,0.0,"{'neg': 0.089, 'neu': 0.833, 'pos': 0.078, 'compound': -0.1027}",-0.1027,neg
1588,40,Intersting to see and to cross. And very sad to see all this division. Ethnic conflict of 40 years ago seems still so hard to solve.,Ledras,Review 165 Similarity,0.267261242,Review 414 Similarity,0.0,"{'neg': 0.239, 'neu': 0.696, 'pos': 0.065, 'compound': -0.67}",-0.67,neg
1589,40,"Much more interesting than the turkish market with all the fake cloth and stuff is, to have a look around the architecture on the other side.",Ledras,Review 180 Similarity,0.267261242,Review 415 Similarity,0.0,"{'neg': 0.107, 'neu': 0.791, 'pos': 0.103, 'compound': -0.0276}",-0.0276,neg
1591,40,"Easy to cross walking!No problem, just show your passaport on the way out and in and vice versa...It is interesting to see the sad situation of a divided city!!!!",Ledras,Review 217 Similarity,0.267261242,Review 417 Similarity,0.0,"{'neg': 0.191, 'neu': 0.656, 'pos': 0.153, 'compound': -0.3331}",-0.3331,neg
1594,30,"The checkpoint is hard to rate as it is what it is and not exactly a tourist hotspot. However, go to the next street to find a soldier in his observation booth with the sign saying 'Checkpoint Charlie' to get your photos.",Ledras,Review 273 Similarity,0.267261242,Review 421 Similarity,0.0,"{'neg': 0.035, 'neu': 0.965, 'pos': 0.0, 'compound': -0.1027}",-0.1027,neg
1599,40,Que up show your passport to one side then walk 50m to que up to show your passport. Not that well organised.,Ledras,Review 385 Similarity,0.267261242,Review 431 Similarity,0.0,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.2057}",-0.2057,neg
1600,40,"Beyond any doubt, it is a sad reality of a life divided in two.Nonetheless border control is fast, and you have the opportunity to visit the northern part of Nicosia which is so different,Still, hopefully this sad reminder of division and war would be removed in the nearest possible future",Ledras,Review 430 Similarity,0.267261242,Review 432 Similarity,0.0,"{'neg': 0.209, 'neu': 0.696, 'pos': 0.096, 'compound': -0.7796}",-0.7796,neg
1601,40,"It's a little sad to see the crumbling buildings in the green zone, but as a means of getting from the southern to the northern part of the city, it works.",Ledras,Review 433 Similarity,0.267261242,Review 433 Similarity,0.0,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.2272}",-0.2272,neg
1605,40,"The last devided city in Europe, how sad is that.It is a sample of today's politics when other countries mess around little week countries like this one.",Ledras,Review 475 Similarity,0.267261242,Review 438 Similarity,0.0,"{'neg': 0.182, 'neu': 0.746, 'pos': 0.073, 'compound': -0.5209}",-0.5209,neg
1613,50,"Queued up, checked my passport walked through and vice versa. It's not exactly a tourist attraction, it's a means to an end. Wouldn't like to have to queue too long in August though!",Ledras,Review 566 Similarity,0.267261242,Review 447 Similarity,0.0,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.597}",-0.597,neg
1617,50,"We went through passport control and the young man that checked mine said I should go back in the summer when the weather is warmer, how right he was, it was a miserable day.",Ledras,Review 617 Similarity,0.267261242,Review 452 Similarity,0.0,"{'neg': 0.09, 'neu': 0.847, 'pos': 0.062, 'compound': -0.25}",-0.25,neg
1618,30,Easy to pass from a point to another even though sometimes I found one customs guy a bit condescending.Maybe he found me suspicious or arrogant when I asked why am I stopped while other people can pass thru without checking out ? .His answer : search my backpack.,Ledras,Review 633 Similarity,0.267261242,Review 453 Similarity,0.0,"{'neg': 0.16, 'neu': 0.779, 'pos': 0.061, 'compound': -0.5719}",-0.5719,neg
1623,30,"After Berlin, the only divided city in Europe. It was very strange to walk across from one check point through to the next with UN presence in the middle. An experience worth encountering.",Ledras,Review 697 Similarity,0.267261242,Review 461 Similarity,0.0,"{'neg': 0.06, 'neu': 0.886, 'pos': 0.054, 'compound': -0.0498}",-0.0498,neg
1625,40,"crossing this borderline, and especially the atmosphere of the surroundings - empty ruins of decent houses covered with concertina - is a very special thing. To me I gave me a weird feeling of realising how close war can be.",Ledras,Review 729 Similarity,0.267261242,Review 464 Similarity,0.0,"{'neg': 0.235, 'neu': 0.662, 'pos': 0.103, 'compound': -0.701}",-0.701,neg
1637,40,"On the Cypriot side, everyone is more relaxed, and there's a genuine feeling of freedom. On the Turkish side, while there's some interesting shopping, I felt an undercurrent of fear. It's like on the surface everything is nice ans shiny, but in the background there's a menace about. I suppose the stern looking Turkish officials, and red warning sites about all things forbidden make it feel less ""free"".",Ledras,Review 901 Similarity,0.267261242,Review 477 Similarity,0.0,"{'neg': 0.168, 'neu': 0.685, 'pos': 0.147, 'compound': -0.6812}",-0.6812,neg
1645,40,"Having never been to a divided city before, it was an odd experience, especially if you're used to travelling around Europe where border controls are non-existent.Passports are checked on both sides of the border as you pass through. On the Greek side this is little more than a quick glance, but there is far more scrutiny on the Turkish side. Although it only took us a couple of minutes to pass through, I could imagine there would be long queues at peak times.Worth crossing the border to see the difference between the Greek & Turkish parts of the city.Lots of counterfeit goods for sale on the Turkish side, but I'm told the Greeks confiscate these when you pass back through the border.",Ledras,Review 249 Similarity,0.263624865,Review 488 Similarity,0.0,"{'neg': 0.014, 'neu': 0.986, 'pos': 0.0, 'compound': -0.1655}",-0.1655,neg
1656,30,"We have crossed the border at Leda Street twice this year. It's a painless process. You simply join the queue, which was only a couple of people long both times, show your passport and pass through first the Greek border control and then the Turkish border control. There was no additional paperwork. There is really nothing to see in the no mans land area as it isn't fenced off and simply the backs of abandoned buildings.",Ledras,Review 191 Similarity,0.222374795,Review 513 Similarity,0.0,"{'neg': 0.106, 'neu': 0.84, 'pos': 0.054, 'compound': -0.4939}",-0.4939,neg
1661,30,"We had visitors so decided to take them over the border into the occupied area. It was a hot day and the crossing point was very busy. Of all the booths available there were only 3 actually in operation. Many people did not realise that you have to fill in a small form for immigration so the queues built up. Unfortunately, the border police do nothing to help the situation as they don't hand out the forms to people in the queue. My advice if you go there and a queue is forming is to push your way to the front and ask for some forms, then hand them out to all those in front of you. This can save a long wait in the hot sun and get you through so that you can enjoy the rustic unchanged area beyond.",Ledras,Review 817 Similarity,0.21821789,Review 524 Similarity,0.0,"{'neg': 0.068, 'neu': 0.889, 'pos': 0.044, 'compound': -0.3641}",-0.3641,neg
1662,50,"I have to say I was shocked to cross the border on the street in the same town with a passport.Luckily they didn't go throw our stuff and bags, but if they did it would have been a horrible experience.The town is not just divided by a border, it is also divided by language, currency and nations that live in it.I hope they will unite some day in the future!A very important thing is that you can pay everything you buy on both sides in euros.Always remember that.",Ledras,Review 145 Similarity,0.214285714,Review 525 Similarity,0.0,"{'neg': 0.089, 'neu': 0.841, 'pos': 0.07, 'compound': -0.2029}",-0.2029,neg
1673,30,"After all the hype, I think I expected barbed wire and machine gun posts, I have never seen a more open and humane border crossing in my life",Ledras,Review 130 Similarity,0.188982237,Review 543 Similarity,0.0,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
1674,50,"Didn't really expect to find a border control here or as the locals call it a checkpoint :)Very interesting but sad history, the monument is rather creative.You can find it at the end of one of the busiest streets in the city.",Ledras,Review 178 Similarity,0.188982237,Review 544 Similarity,0.0,"{'neg': 0.094, 'neu': 0.864, 'pos': 0.042, 'compound': -0.5106}",-0.5106,neg
1676,50,If your in town it's really quite an experience and very odd to go from a road of traditional bars into a road full of high street chains . Possibly the closest you will.get to time travel,Ledras,Review 185 Similarity,0.188982237,Review 546 Similarity,0.0,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.3804}",-0.3804,neg
1680,40,"It is like in Berlin during the cold war. Beware of Greek police - they can be very unpleasant in contrast to the Turkish police, which is very professional and friendly to the tourists.",Ledras,Review 218 Similarity,0.188982237,Review 550 Similarity,0.0,"{'neg': 0.173, 'neu': 0.686, 'pos': 0.141, 'compound': -0.3246}",-0.3246,neg
1682,40,"The Greek side was full of life, when crossing we found it quite intimidating. It was quite and erry almost. We stuck to close by streets and crossed back after half hour",Ledras,Review 231 Similarity,0.188982237,Review 553 Similarity,0.0,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.6013}",-0.6013,neg
1686,10,Greek side were very unpleasant and degrading. Don't interact like humans at all. I advise you to go Ledra palace,Ledras,Review 326 Similarity,0.188982237,Review 559 Similarity,0.0,"{'neg': 0.374, 'neu': 0.626, 'pos': 0.0, 'compound': -0.8613}",-0.8613,neg
1688,30,"I've not been to anywhere like this,as it is pretty unique in Europe.Pretty straight forward,show your passport walk 50 yards or so and show it again to the 'other' side and you're in !There is a big notice warning of illegal items not allowed to be brought into the Greek side , such as fake goods etc.and we did witness bags being checked by police.",Ledras,Review 392 Similarity,0.188982237,Review 562 Similarity,0.0,"{'neg': 0.127, 'neu': 0.77, 'pos': 0.103, 'compound': -0.4199}",-0.4199,neg
1697,30,It is a shame that in this day and age there is still such a thing as a divided city. The checkpoint is easy to negotiate if rather a waste of time. I feel sorry for the locals who have to do this all the time. I didn't have to fill in a 'visa' which I'd read about.,Ledras,Review 590 Similarity,0.188982237,Review 574 Similarity,0.0,"{'neg': 0.126, 'neu': 0.823, 'pos': 0.051, 'compound': -0.5106}",-0.5106,neg
1710,30,"It seems so, none of the sides are taking seriously who is crossing and why. They check the passports but it is just a painfull turist atraction,",Ledras,Review 77 Similarity,0.15430335,Review 597 Similarity,0.0,"{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.09}",-0.09,neg
1711,30,"It would look like just another wierd border crossing to those unaware of its history. We were following the green line to discover abandoned and ruined properties, walls, barb wires and watchtowers. Quirky and sad.",Ledras,Review 123 Similarity,0.15430335,Review 598 Similarity,0.0,"{'neg': 0.253, 'neu': 0.69, 'pos': 0.057, 'compound': -0.8176}",-0.8176,neg
1715,40,"Despite some border related anxieties and cold wet weather, I wen't ahead with the crossing in this famous location. Absolutely no problems with the authorities on either side. Recommended experience.",Ledras,Review 393 Similarity,0.15430335,Review 608 Similarity,0.0,"{'neg': 0.209, 'neu': 0.738, 'pos': 0.053, 'compound': -0.6453}",-0.6453,neg
1716,30,It was good to cross the border just through walking !!!But sad to see the invaded part and emptied areas !!!,Ledras,Review 455 Similarity,0.15430335,Review 609 Similarity,0.0,"{'neg': 0.222, 'neu': 0.67, 'pos': 0.108, 'compound': -0.471}",-0.471,neg
1721,40,"On each side there are two sets of ""officers"" perusing passports in a most cursory manner. What a shining example of political nonsense. Worth it for the experience though and also to see the difference between the Turkish and Greek sides.",Ledras,Review 257 Similarity,0.133630621,Review 628 Similarity,0.0,"{'neg': 0.065, 'neu': 0.889, 'pos': 0.046, 'compound': -0.2023}",-0.2023,neg
1724,10,"As we waited to cross back l hear same old moans and groans and see nothing has changed on the Greek side apart from a decaying monument, Unfortunately it will never change in my lifetime. There have been some fantastic offers of reconciliation,Always refused by the Greek side. Having seen the Changes in the TRNC. The issue looks set in stone.",Ledras,Review 177 Similarity,0.119522861,Review 637 Similarity,0.0,"{'neg': 0.134, 'neu': 0.812, 'pos': 0.054, 'compound': -0.5106}",-0.5106,neg
1725,50,"If you are a tourist you have to visit ""the other side"" of the City. You can feel the tense of what happened some years ago. You can notice the difference between two totally different cultures and people. worth a visit!!!",Ledras,Review 534 Similarity,0.119522861,Review 638 Similarity,0.0,"{'neg': 0.078, 'neu': 0.877, 'pos': 0.045, 'compound': -0.3348}",-0.3348,neg
1727,40,"From the hustle and lights of the Greek side have your ID checked by bored looking border control who seem to pity you, you step Immediately into silence. Shuttered and barred, abandoned buildings in the dark buffer zone are just waiting to be eaten by time. The trimly uniformed Turkish guards scowl and look officious while checking your ID as you pass into the darkened, closed, tourist trap by the border. Late at night in April it is deserted. Distant sounds seem to come from bars lit by strip lights. It is a bit of an eerie experience.",Ledras,Review 559 Similarity,0.09449111800000001,Review 649 Similarity,0.0,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.8779}",-0.8779,neg
1729,30,"Essentially this is just 2 sets of guards checking passports 100 or so yards apart... but this makes for a unique experience, which for some reason seemed a little sombre, or sad, thinking about the story of the divided city. Worth doing just for the experience, especially if you've taken note of the history",Ledras,Review 674 Similarity,0.084515425,Review 653 Similarity,0.0,"{'neg': 0.068, 'neu': 0.889, 'pos': 0.043, 'compound': -0.3409}",-0.3409,neg
1730,40,It's a bad feeling to see the island cutting in half and the Cypriots separate in two countries . The passing was fast and with no delays,Ledras,Review 23 Similarity,0.0,Review 656 Similarity,0.0,"{'neg': 0.242, 'neu': 0.707, 'pos': 0.051, 'compound': -0.6908}",-0.6908,neg
1731,50,A hard line that separated an island and life.. Strange feelings because it reminds you of a war and a sudden diversion of lives... I met people that they live at the greek side and they see their parents house at the other side.. occupied... All this depression reminds you the war.. already 50 years after... 😢,Ledras,Review 28 Similarity,0.0,Review 657 Similarity,0.0,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.8879}",-0.8879,neg
1733,40,"We crossed it in the morning around 9.30 AM on Friday and there was no queue, but on our way back around noon there were more people at the both sides. Still it took less than 5 min.",Ledras,Review 62 Similarity,0.0,Review 660 Similarity,0.0,"{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
