,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1964,30,"This Church in Nicosia is located very close to Ledra Street, and the area has a lot of restaurants and shops. For me the interior of the Church was okay but not something that wowed med. But if you love churches, go see it.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.076, 'neu': 0.782, 'pos': 0.142, 'compound': 0.521}",0.521,pos
1965,30,"Very old church, in the middle of the old city of Nicosia. Just for walk in the area, step inside the churh just for seeing one of the oldest church of Cyprus island. The area around is full of cafe, restaurants etc",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1966,50,"This (orthodox christian) sacred temple is In the traditional old city center. It's surrounded by old buildings (school, bank, museum) and shops. Actually there is the market center and the 2 main shopping streets (only for pedestriants) and full of good cafeteria and restaurants. You have to visit it inside! Ask nearby for more informations and free leaflet and map at the tousti information office.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.7754}",0.7754,pos
1967,40,"Beautiful church, the Iconostase is superb and magnificent icons. Lovely architecture, well located for those exploring the old town.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.9571}",0.9571,pos
1968,50,The Church of Faneromenis located at the square of the same name is next to Ledra Street in Nicosia.Built in the latter part of the 19th century is one of the most important churches in Nicosia and a must visit if you are in the city.A spectacular gold leafed alter with fabulous hand painted icons in the Orthodox style really take your breath away.Cyprus has lots of important churches but this must be one of the most beautiful.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.9039}",0.9039,pos
1969,40,Largest church in Nicosia but a recent one built in 1872. Liked the pleasant surrounds. Pretty small church next to it. Sadly both Churches were closed when we got there.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.09, 'neu': 0.608, 'pos': 0.303, 'compound': 0.8674}",0.8674,pos
1971,50,"Faneromeni church is a landmark in the old town of Nicosia, that cannot be missed due to its size. If you've never been into an orthodox church, it's well worth a visit and is open most of the day. As it's usually a meeting point when I'm going out with friends in the old town, i often go in, for the atmosphere. Of course Cyprus has many other churches much more impressive but this one is in all Nicosia peoples' heart, I think.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.7132}",0.7132,pos
1972,50,"The moment you enter the church, you will feel that it has history and you are inspired to pray.A time to devote to yourself.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.6808}",0.6808,pos
1973,30,"If you are into this kind of things, it is worth seeing. The architecture is great 👍But I must say, after seeing a lot of churches on Cyprus, they tend to be a little similar.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7184}",0.7184,pos
1974,50,"If I would have to choose one church to visit in Nicosia, to get a sense of history and religion, this would be it! In the heart of the old town.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1975,50,"A beautiful historic church within the old Nicosia district that means a lot to me as I got married here a few years back.You feel something special when you are inside, the dome frescoes staring at you, the large iconostasis with the icons - this place is a must if you are visiting the 'laiki geitonia' area. There is a tradition that says when the Ottomans tried to convert it to a mosque the imams kept dying within a year! This area of Nicosia is very lively in the evenings due to a number of cafes and Tavernas in the area.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.8856}",0.8856,pos
1976,50,"At the end of Onasagorou Street, you will fall upon the Faneromeni Church, beautiful orthodox church in excellent condition (exterior tower in renovation in April 2018). A lot of people were there to make their devotions and we enjoyed visiting it.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9287}",0.9287,pos
1977,40,"If you find yourself in the old city,Nicosia within the walls,don't miss visiting Faneromeni church.A spectacular painted dome and lots of golden covered icons.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.1139}",0.1139,pos
1978,40,"Built in 1872 within the old city walls, this used to be the largest church in Nicosia and most visited places. The marble mausoleum to the east of the church contains the relics of the bishops and priests executed by the Ottomans in 1821.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1979,40,"The fine iconostasis and chandeliers contrast well against the white columns and arches. Blue-white carpets and large ditto flags send a not-so-subtle political signal, comparable to the Turkish flags on former churches on ""the other side"".",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4404}",0.4404,pos
1980,50,"This is the largest Greek Orthodox church in the local area.Fabulous building with so many gold murals and statues. One marvels at the time it must have taken to create these items.The church is free to enter,however, they ask for a donation. In return you can also light a memory/prayer candle.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.8126}",0.8126,pos
1981,50,"Smack bang in the middle of Faneromenis Square is Faneromeni Churc. Built in 1872 on the site of an ancient Orthodox nunnery. Around the church is of course the cafes and restaurants of Faneromenis Square, and the school founded by Archbishop Makarios I as well as a Marble mausoleum tot he Archbishop.Sadly the Church wasn't open on they I visited and I only got to see the facade of the church.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.2732}",0.2732,pos
1982,50,This is a wonderous church inside and outside. It has beautiful architecture and is set in a lovely square surrounded by cafes. The interior is stunning with breathtaking gold leaf pictures and ornaments that run from top to bottom and side to side of it's exquisite alter. It's aisle boasts of large chandeliers running the full length of the church from the front door to the alter. Check the opening times before going though!,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.937}",0.937,pos
1983,40,"Located on the North side of the Commercial District, it is within walking distance from Shacolas Tower Museum & Observatory",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1984,50,"Beautiful church! I really liked this one. Although the walls inside are bare and white, the wood carvings and the golden lining at the end of the church is amazing. Really detailed carvings, and original drawings, are situated in this area of the church, and and are things definitely not to miss. Also all around the church, there are other wonderful artefacts, such as a huge cross, that depicts pictures of the life of Christ. Leaflets are also free to take. Very satisfied with this church!",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.9821}",0.9821,pos
1986,50,"It was a really nice experience , it's very impressive how modern culture and the old combine together in one place!",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.7893}",0.7893,pos
1987,40,"an interesting attraction in the heart of the city. after strolling down the busy old city streets bustling with visitors and locals shopping and having coffee or snacks , an orthodox church, retreat from the city sounds where one can see many interesting icons, relics and more.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.8481}",0.8481,pos
1988,40,A wonderful and historic church situated in the center of Nicosia. Very well preserved and popular with the locals and tourists alike.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8357}",0.8357,pos
1989,40,"Not only a nice, quite maintained old church, without renovations, that kill religious sites in Cyprus-my opinion, but also a center for a lot of religious and national festivities.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.053, 'neu': 0.738, 'pos': 0.209, 'compound': 0.7053}",0.7053,pos
1990,50,When i toured Cyprus for a week a few years ago this was a must see for me.. I am Catholic and we have a shrine here in Prague to Virgin Mary and Baby Jesus so this totally appealed to me.. town centre and so much history. this is a must see,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1991,50,"The stone built Sacred Temple Of Virgin Mary; built in the 19th Century; is situated in the old Nicosia area within the walls; It has a very impressive Architecture; small Dome and huge beautiful Bells Tower.The interior Architecture is as impressive; with high nicely decorated columns and white walls not having any paintings or icons like most old Orthodox Churches, except the great Altar with beautiful Icons and surrounded by fascinating stands and paintings with Silver and Gold trimmings.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9838}",0.9838,pos
1992,50,"A really holy place for all Christians and a very interesting place for all others. A beautiful church very easy to visit. Interesting places all around this location (market, cafes and restaurants) so you can combine everything.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.915}",0.915,pos
1993,40,One of the best temples/landmarks to visit in Nicosia. it is very well kept and richly decorated. It is also open until late and hence a good opportunity to visit at any time,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.9348}",0.9348,pos
1994,50,"Visited the day before Epiphany, the church stood open for anyone to visit all through the day. Nice atmosphere in the square outside.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215}",0.4215,pos
1995,50,"I did this as part of a free tourist info tour, and loved it. Lots of incense, little old ladies kissing icons. Shall go back to see the icon of the Virgin later in November, when it's on display",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.8919}",0.8919,pos
1996,50,"Whilst walking in the centre of old Nicosia closed to Ledra street among cafes and restaurant, one notice this small church.Indeed it is worth dropping inside for a short view. Nice interior and warm décor.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6808}",0.6808,pos
1997,50,One of my favorite churches in old town of Nicosia. I always like to light a candle before my meeting with friends in a nearby cafe or restaurant.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.8225}",0.8225,pos
1998,50,We had a quiet night night walking around the old part of the city in Nicosia and found this beautiful church. A service was taking place with locals diligently following the service. We then had some drinks opposite the church and the hours just passed away. It was peaceful watching the church and the people walking by all night.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.8327}",0.8327,pos
1999,40,Unique elegant church in the centre of the old town. Worth a visit even if you get to see it only from the outside because sometimes its locked to protect from robberies. If its open definitely go in ! On weekend afternoons you may bump onto a wedding if you are lucky as it is a very popular church for weddings due to its beauty.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.96}",0.96,pos
2000,50,"A place of worship, a place for remembering a place to forgive.I said my prays to reunite this island's people real soon.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.5574,pos
2001,40,"This church is set in the middle of the pedestrian old city. It has beautiful painted icons with gold trimmings. Worth a visit if you are in Nicosia, and sit and have a coffee or lunch outside around its gates.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7003}",0.7003,pos
2002,50,"Always go there when in Nicosia to light a candle. Very old church , not sure of the year . Also used for special days by the Government. It also contains some old relics dating back to the 1800 . Interesting neighbourhood , Phaneromeni. Little cobbled streets , on the buffer zone.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.039, 'neu': 0.854, 'pos': 0.107, 'compound': 0.5327}",0.5327,pos
2003,40,A beautiful church but better to go for the Easter services and the parade following the Bed of Christ on the friday before Easter,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.743}",0.743,pos
2004,50,An old church in the heart of old Nicosia. The architecture of the temble is very beautiful. Nothing too much. Everything is simple and makes you feel humble.Round the church you can find a lot of coffee shops restaurants a very intersting and modern market.Worth visiting.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.6361}",0.6361,pos
2005,50,"A historical and religious place that worth visiting.My favorite church in Cyprus.Built in 1872 within the old city walls, this used to be the largest church in Lefkosia (Nicosia). The marble mausoleum to the east of the church contains the relics of the bishops and priests executed by the Ottomans in 1821.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5994}",0.5994,pos
2006,40,We visited this church for the evening of Easter. It is big near to the central with a lot of shops nearby.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
2007,50,"The feeling that you get when visiting a church like this is soul tranquility, peacefulness and fulfilness.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.836}",0.836,pos
2009,40,"This Orthodox Byzantine Church is located in Old Town, close to lot off cafes and restaurants.Very nice place especially during Weekends and Easter Time.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4215}",0.4215,pos
2010,30,"As you would expect there are plenty of icons. What caught my attention were the carvings under and over the icons at the back of the church, some of which were cute and one or two and little risqué. The icons themselves can be very elaborate.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4588}",0.4588,pos
2011,50,"A very old and historic Greek Orthodox Byzantine Church in the heart of the old part of the town. Once inside, you can be filled with peace, joy and serenity…!",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8221}",0.8221,pos
2012,50,A great historical church!!very good old architectural place !!A church which is dedicated to Panagia-Virgin MARY,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.9036}",0.9036,pos
2013,50,"This is a very nice church and lots of things to do around (Cyprus / Turkish access view point), cafeterias, restaurants, etc.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,pos
2014,50,"What an amazing place- so very moving to be in here, peaceful and like going back in time. I will be going back next time I am in Cyprus",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.8591}",0.8591,pos
2015,40,"Indeed it is the hear of the city and it is the meeting point for locals. The church is serene, beautiful and simple. Take a leaflet to learn on the history.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.7845}",0.7845,pos
2017,40,"a very nice Orthodox church, the surrounding area is also quite scenic. lovely interiors. remember not to use flash inside the church",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8004}",0.8004,pos
2018,50,"this was our first time visiting a orthodox Christian temple, it was truly an impressive place. It was breathtaking.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.8481}",0.8481,pos
2019,40,Went to the Faneromeni Church which is just round the corner from the border to the occupied side and busy area. It's lovely to just take a stroll and see all the old buildings especially the church which offers a calmness as you just sit inside and look around at the paintings and architecture. You can also light a candle.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.7579}",0.7579,pos
2020,50,"This beautiful church is located in the heart of the Old Town, bustling with activity 24/7. Several cafes, restaurants and shops are located on the Square surrounding the church, and the whole Old Town commercial area is definitely a must - see. Don't miss the mural picturing God himself, who is very rarely seen pictured in Greek Orthodox churches.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.846}",0.846,pos
2021,40,"Sacred Church of St Mary ""Panagia Faneromeni"" Nicosia, Cyprus, with a beautiful Iconostasis with some icons from the 16th century",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5994}",0.5994,pos
2022,50,"My father grew up in the area, and my late grandparents lived nearby. As a kid, I had very good memories, especially during Easter week when the family was going to the church. You come here not just to pray, but also for the beauty of the church.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.029, 'neu': 0.83, 'pos': 0.141, 'compound': 0.7792}",0.7792,pos
2023,50,"It is an exquisite example of Byzantine Temple (1872) and the largest Orthodox Church in the old part of the city.It is considered the “Lady” of Nicosia because of its miraculous, Panagia Faneromeni icon of the 14th century, where Virgin Mary holds Jesus Christ. At old times it used to be a Byzantine Orthodox women’s Monastery.It is a great architectural building of extreme beauty. The church is a three-ailed Basilica with very few wall paintings. The icons are of great archaeological importance dated back to the 18th and 19th century.Located within the Venetian walls of the city at the end of the junction between Ledras & Onasagorou streets. Easily spotted.The round area is surrounded by café-bars filled with youngsters, shops and restaurants.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.9509}",0.9509,pos
2024,50,"Must see. Byzantine church of great interest to Foreign visitors. Typical orthodox church old style with impressive architecture. In the heart of the old town, at the pedestrian area in the middle of everything.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.886}",0.886,pos
2025,50,Lovely church with amazing icons located at the top of busy Ledra. Outside the chrch there are wonderful cafes.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9201}",0.9201,pos
2026,40,"One of the main religious and important churches within Cyprus's capital city and one which although small is beautiful and well preserved. There was some working being carried out to the rear on the tower etc when we visited and with limited time didn't manage to pop inside, even though access looked restricted at the time. Externally though the church is beautiful with some wonderful illustrations. One of my favourite churches in Nicosia.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.052, 'neu': 0.768, 'pos': 0.179, 'compound': 0.8979}",0.8979,pos
2027,50,A trip to religious christian history. Well preserved and always open to the public. One may enjoy the beutiful icons and then visit one of the many cafeterias directly outside the church in order to relax and reflect.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.802}",0.802,pos
2028,50,Is a great Historical church. The visitor will feel the admiration and the religious importance once enter the Church. There you can see the astounding icons and the miracle icon of mother Mary. During your visit to old Nicosia center is a must to visit this Church. Not only the visitor will admire the church but also will feel calm and gain inside strentgh. Somehow the visitor on leaving the church will realise he did the right thing visiting the church.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9549}",0.9549,pos
2029,50,"This is a lively church of historical and of course religious importance. This is a place to visit and can be combined with walks in the surrounding area. I always enjoy spending time in this part of Nicosia, which is nice, relaxing and can give a picture of Cyprus history and tradition.Just next to the church, there is an old coffee shop where guests can enjoy amazing Cyprus traditional sweets and coffee.I definitely recommend Nicosia and particularly the old part of the town!",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9823}",0.9823,pos
2030,50,"The Holy Church Virgin Mary or, in Greek, Panagia Phaneromeni (the Holy Virgin who revealed itself),The is a historical church in the middle of Nicosia, the capital of Cyprus. It is the largest Orthodox church in the old part of the city, within its Venetian walls. It is considered the ""Lady"" of Nicosia, because of its miraculous icon of Panagia Phaneromeni, . This is a beautiful icon of the 14th century with the Holy Virgin holding Jesus Christ. Her calm face has an enigmatic smile and he eyes are looking with kindness.The church itself is a three- aisled Basilica with very few wall paintings. Most of the icons date back to the 18th and 19th century, although some of them were made painted in the 20th century by famous Cypriots painters, such as the ""teacher"" of the Cypriots painters Adamantios Diamantis. Almost all the icons on the carved iconostasis are silver coated.There are interesting buildings and monuments around the Church, such as the monument of the clerics and laymen, who were killed by the Turks during the events of July 1821. Also, the Phaneromeni School of Girls , the Library and others.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.023, 'neu': 0.92, 'pos': 0.058, 'compound': 0.7096}",0.7096,pos
2031,40,"The Holy Church of Panagia Phaneromeni is a historical church in the middle of Nicosia, the capital of Cyprus. It is the largest Orthodox church in the old part of the city, within its Venetian walls. It is considered the ""Lady"" of Nicosia, because of its miraculous icon of Panagia Phaneromeni, (the Holy Virgin who revealed itself). This is a beautiful icon of the 14th century with the Holy Virgin holding Jesus Christ. Her calm face has an enigmatic smile and he eyes are looking with kindness.The church itself is a three- aisled Basilica with very few wall paintings. Most of the icons date back to the 18th and 19th century, although some of them were made painted in the 20th century by famous Cypriots painters, such as the ""teacher"" of the Cypriots painters Adamantios Diamantis. Almost all the icons on the carved iconostasis are silver coated.There are interesting buildings and monuments around the Church, such as the monument of the clerics and laymen, who were killed by the Turks during the events of July 1821. Also, the Phaneromeni School of Girls , the Library and others.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.023, 'neu': 0.918, 'pos': 0.059, 'compound': 0.7096}",0.7096,pos
2032,50,One of the most beautiful and grant churches of the area. At the end of the junction between Ledras and Onasagorou Streets. A must see!,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.8047}",0.8047,pos
2033,50,"truly amazing monument to our mother mary, if you get a chance to pop in and light a candle then do it, our mother mary is a mirical healer to those who belive in her, all should visit",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.8271}",0.8271,pos
2034,50,"Faneromenis church was builded in 1872 and at old times was a Byzantine Orthodox women's Monastery.Is of great architecture and icons are very old and of great archeological importance.Is easy to be there as is in the historical centre of Nicosia, surrounded by cafe-bars and restaurants and shops.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.9022}",0.9022,pos
2035,50,"This is my favorite church in Nicosia, a historical holy place with beautiful paintings, a place for praying and seeking peace of mind.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9169}",0.9169,pos
2036,50,nice holy paintings. usually fully of hipsters on the outside. lots of caffes and crowded. lately a child was about to get kidnapped but the police reported something else. must be really careful in that area.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.5006}",0.5006,pos
2037,50,"An exquisite example of byzantine temple, well worth to include in a walk around all chapels and temples of the old town of Nicosia, from Agios Kassianos, Saint John and Virgin Mary Faneromenis.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4588}",0.4588,pos
2038,50,"An old, beautiful church in the center of old town Nicosia. A great sample of Orthodox architecture. This church is still being used for weddings, christenings and holly masses every Sunday. Although the parking is not easy its definitely worth a visit.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.094, 'neu': 0.706, 'pos': 0.2, 'compound': 0.738}",0.738,pos
2039,50,"An excellent place to see the view of the whole city of Nicosia. Under each windows and there is a photo of the view with explanation in each building. Moreover, there is a touch screen with an interactive map that gives you more info about each building. At the end, you can watch a very informative film about the history of Nicosia. Each viewer wears headphones and selects the desired language (many options, all the main languages). Every tourist must go there!",Shacolas Tower,Review 277 Similarity,1.0,,,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.7263}",0.7263,pos
2040,50,"On the 11th floor of what otherwise appears to be an office block this is a very nice point to view the city and look across the border to the giant Northern Cyprus flag. Large windows cover almost every side so it is good to get your bearings but also pick up some post cards, enjoy a respite from the heat and even use the toilets. There is even a short video history and written history boards.",Shacolas Tower,Review 40 Similarity,0.502518908,,,"{'neg': 0.024, 'neu': 0.871, 'pos': 0.105, 'compound': 0.7564}",0.7564,pos
2041,50,"Took a friend that was visiting cyprus the other day...!! Nicosia is so unique with its walls going round it and this is the best spot to apprecitate the layout of the old town! Also i hate going to the occupied area but from here one can appreciate this aspect clearly as well. Really worth visiting! There are helpful annotations and a good audio as well. Birds eye view of 360 degrees and useful info about the history of the town!!!!A must visit!!The fee is TOO small (Eur2,00 or something!!!)It is situated in the pedestrian zone of the old town which is a must visit anyway!!! So if you are in the area DO GO UP!!!",Shacolas Tower,Review 251 Similarity,0.502518908,,,"{'neg': 0.017, 'neu': 0.744, 'pos': 0.239, 'compound': 0.9836}",0.9836,pos
2042,50,A small observation deck gives you a brilliant all-round view of what is otherwise a pretty low-rise city. There are panoramic photographs and interactive screens which give you an idea of where the main landmarks are located and a bit about them - this is helpful in planning which ones to see. There is a short video presentation which gives you a brief overview of the history of the city and you are able to borrow binoculars to look at the remnants of the invasion - such as bullet holes in buildings on the green line. The small entry fee is more than worth it. Children will enjoy pushing buttons if nothing else and there is a small gift shop as well.NOTE - If you are coming here on the recommendation of a guide book - it is now located above H&M and NOT DEBENHAMS - their new store is well out of the old city!,Shacolas Tower,Review 75 Similarity,0.501745206,,,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.9611}",0.9611,pos
2043,40,"Shacolas Tower is the bigest tower on Ledra Street, there you have a beautiful view of Nicosia, I recommend you to climb.",Shacolas Tower,Review 22 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7506}",0.7506,pos
2044,50,"The observation floor is all indoor, but the attendant kindly opened a number of wondows to let us have a clear view on the city. There are a number of interactive displays highlighting points and buildings of interest with the associated history. Well worth a visit.",Shacolas Tower,Review 106 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9559}",0.9559,pos
2045,40,"This is a good place to start to get your bearings in Nicosia, take some landscape photos, and learn a little of the history of Cyprus from the short (under 10 minute) video. There is a nominal entrance fee but it is very much worth it.",Shacolas Tower,Review 147 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5744}",0.5744,pos
2046,40,"Shacolas Tower provides you with a good overview of the city. The panorama is well explained by interactive terminals. The video on Nicosia's history is very concise and comprehensive. Without an open-air panorama, the 2 Euro entrance fee however seems a bit steep.",Shacolas Tower,Review 151 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.7402}",0.7402,pos
