,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
302,40,"Nice place to go with friends or colleagues. Good service, tasty food. Good wine. For the dinner its better to make reservation.",Vino Cultura,Review 46 Similarity,0.421637021,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9274}",0.9274,pos
303,50,"Out of all the wine bars/restaurants i have been to, this one takes the gold medal. From first class service (which is unique in Cyprus) to attention to detailed food, an immense selection of great quality wines and to top it all off... the staff know about the products they are selling. You do not find this in Cyprus and the times i have been there, everything remained over and above average. At one point i thought they may have dropped the ball by not admitting to a mistake made within the kitchen, they came through, worked as a team and made it up to their guest. And again, not often you get the waiter, chef as well as manager admitting to a mistake and not blaming you for finding a fault... Well done guys, keep on the great team work...this one is a keeper :)",Vino Cultura,Review 73 Similarity,0.421637021,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.975}",0.975,pos
304,50,"Excellent service and the food is so unique. I love the choices in food and of course in wine. Also, i love it when i describe the type of wine that i want they know immediately what to bring me.",Vino Cultura,Review 168 Similarity,0.421637021,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.932}",0.932,pos
305,30,"The food and wine were really good, but the man at the entry was so pretentious it was insulting. The music is super loud, making it hard to have a conversation. It's a pity as this place has a great potential. Maybe they are a bit too snobby as a result of their success, but things change... careful not to scare the customers away!",Vino Cultura,Review 14 Similarity,0.40824829,"{'neg': 0.144, 'neu': 0.576, 'pos': 0.28, 'compound': 0.9264}",0.9264,pos
306,30,"Good service, friendly staff, very big variety of wines. Food is also nice including some unusual plates, however everything is on the expensive side and portions are quite small.",Vino Cultura,Review 38 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.836}",0.836,pos
307,40,"Friendly service, great wine selection - tapas about as good as it gets in Cyprus. Don’t expect Barcelona but you will find something you like.",Vino Cultura,Review 54 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.8338}",0.8338,pos
308,50,"A very good selection of wines and great food, super surroundings, will return next time we are in Nicosia.",Vino Cultura,Review 140 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9041}",0.9041,pos
309,40,"Vino cultura takes the wine bars around the world to a different level. Great atmosphere, live music is played at the background. When I received the wine list-I fall in love. They have a very nice variety of wines, from all over the world. really impressive. The service was great. We had a really great night out with another couple of friends, even though the food was very disappointing.",Vino Cultura,Review 141 Similarity,0.40824829,"{'neg': 0.04, 'neu': 0.635, 'pos': 0.325, 'compound': 0.9781}",0.9781,pos
310,50,"Nice food, although a bit expensive, delicious wines, relaxing atmospere, live music, very good service!",Vino Cultura,Review 180 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9214}",0.9214,pos
311,40,"Even thought the portions are small (food), the wine is excellent and well priced. In general the atmosphere is very good and its a place that people from 30's to late 40's can enjoy",Vino Cultura,Review 196 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9041}",0.9041,pos
312,40,"Very good surprise when i discovered this place with a local friend. Great choice of wines and very good plates with a choice of cypriots dry meats, cheeses and pickles.Very nice beers too, definitely a good place to go for a drink. Friendly and very professional staff.",Vino Cultura,Review 191 Similarity,0.404226042,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9798}",0.9798,pos
313,50,I recommend this fine establishment which has a lovely ambiance and a wonderful tapas and wine selection!,Vino Cultura,Review 19 Similarity,0.384900179,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.902}",0.902,pos
314,50,Nice place to meet up for dinner and enjoy some great wine. They have a great wine selection and their menu lives up for it! It has a lovely atmosphere so you can relax after a hard day.,Vino Cultura,Review 22 Similarity,0.384900179,"{'neg': 0.028, 'neu': 0.551, 'pos': 0.422, 'compound': 0.9685}",0.9685,pos
315,50,"Great food, great typical wines, great ambiance, great service! If you are a wine geek, this restaurant/wine bar is The place to be in Nicosia! Ask Andreas for advice and you will have An unforgettable and mindblowing experience!",Vino Cultura,Review 142 Similarity,0.384900179,"{'neg': 0.035, 'neu': 0.627, 'pos': 0.338, 'compound': 0.955}",0.955,pos
317,50,"Very good service!, Excellent wine selection, Great atmosphere...If there was a good music flavour added to this could be one of the best restaurants in Nicosia.",Vino Cultura,Review 153 Similarity,0.384900179,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9635}",0.9635,pos
318,40,This bar is a good choice if you are looking for something different in the city. We paid 25 euros per person for unlimited wine and a selection of tapas. Tapas were very well presented and most of them very tasty. Its a good option for a night out but can be a bit expensive.,Vino Cultura,Review 178 Similarity,0.384900179,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5569}",0.5569,pos
319,40,"We visited the bar with friends for a ""wine and tapas night"". Nice atmospere, nice music for that kind of bars, comfortable sitting, very good service, excellent and polite staff. They were extremelly helpfull as they offered to try 2-3 different wines before ordering. Of course they do have a big variety of wines, for all tastes. The tapas and everything we ordered were really good with nice presentation. I would suggest that you try the rocket salad with cheese, ravioli with chicken and mushroom, tapas with chicken, halloumi crochets with a nice unusual sauce and tapas with cyprus sausage. We also liked the bread, and as we were told it was their chef's recipe. We will definitely go back. YES, I DO RECOMMEND THE PLACE..!!!!",Vino Cultura,Review 157 Similarity,0.380952381,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9908}",0.9908,pos
320,40,"Nice food and good wine list! Also, this venu is always busy and bubbly one of the few places in Nicosia. Highly recommended!!",Vino Cultura,Review 44 Similarity,0.37796447299999997,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8257}",0.8257,pos
321,40,Excellent wine variety and Great atmosphere! Very good service and food! Value of money! Worth visiting!,Vino Cultura,Review 51 Similarity,0.37796447299999997,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.9474}",0.9474,pos
322,50,nice place to have a glass of wine and relax with backround music! it serves quality and highness! i really relax there and had a great discussion with good friends!,Vino Cultura,Review 90 Similarity,0.37796447299999997,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.9616}",0.9616,pos
323,50,"Love love love! One word. Three times. Pretty much sums up my experience. Tapas were awesome! The beef steak, seriously, INCREDIBLE!! The sauce on the ravioli could have been served to me in a glass, I would have drunk it up it was that good! The wine was this bubbly sweet deliciousness that you didn't want to stop drinking! And the service, well, that service was second to none. So attentive! So yeah, all in all, definitely a winner!! Get there people, yum yum!!",Vino Cultura,Review 161 Similarity,0.37796447299999997,"{'neg': 0.047, 'neu': 0.574, 'pos': 0.38, 'compound': 0.9904}",0.9904,pos
324,30,"great selection of wines and good fusion plates ''tapas'' style. nice environment and decent music. will go again since I want to try more dishes. the only ''problem'' is the prices, I think that many dishes are overvalued!!",Vino Cultura,Review 210 Similarity,0.37796447299999997,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.893}",0.893,pos
325,50,We have a weekly meeting there nearly every Sunday. The repetition means we like the place and we get an excellent service. There is a very wide wine selection from many countries and many times have special offers. The staff are very knowledgeable of the wine selection and would always recommend. The food selection is also very good. The atmosphere most times is very festive also and enjoyable.,Vino Cultura,Review 52 Similarity,0.372677996,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.9627}",0.9627,pos
326,50,"I've been visiting this place for years and it is amazing. The quality of the food and the variety of wine remains up to standards, as one would expect from a wine bar. Vino of course is more than just a wine bar, it has a philosophy on its own which one understands when they visit it. The menu is quite extensive with reasonably prices options including pizza, fish and meat tapas, cheese platters and salads. Best to select a few dishes and share. My review would not be complete without mentioning the impeccable service. The waiters are attentive, if not too much attentive at times! Vino has been and will continue to be a favourite place to hang out with friends!",Vino Cultura,Review 118 Similarity,0.37139067600000003,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.9311}",0.9311,pos
327,40,Visited Vino Coultura with my wife and couple friends- excellent wine list to choose from; polite staff; and delicious food plates for sharing over drinking wine and talking!!! Nice atmosphere- will visit again for sure!!!,Vino Cultura,Review 58 Similarity,0.36980013100000003,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.9616}",0.9616,pos
328,40,"We visited with a group of five on a quiet night. We ordered our wine and some tapas. The wine was amazing, and the staff was very helpful, but the food was nothing special. The atmosphere of this place is very nice and the lighting gives a sense of a very classy place.",Vino Cultura,Review 89 Similarity,0.35634832299999997,"{'neg': 0.048, 'neu': 0.736, 'pos': 0.215, 'compound': 0.8747}",0.8747,pos
329,40,"This place is great for wine lovers. They have a HUGE selection of wines being a wineshop and they have paired this up with a decent menu that has a lot of variety.I have visited many times and have only had to send one of the many tapas style dishes back, and apart from that one, all have been from good to excellent.One this it seriously and urgently needs to do is change the menu - it has been the same for way too long.This kind of place should change the menu at least 2 times a year - it is tapas style and that needs to be fresh, new and exciting.Overall, it is a great place to go.",Vino Cultura,Review 160 Similarity,0.355334527,"{'neg': 0.014, 'neu': 0.827, 'pos': 0.159, 'compound': 0.9592}",0.9592,pos
330,50,"I was invited to Vinocultura and was very happily please about the great food, lots of great wine choices, kind waiters and good music.",Vino Cultura,Review 83 Similarity,0.353553391,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9681}",0.9681,pos
331,30,"The place is nice. Nothing special but with good atmosphere. The food is average. You wait to find more delicated dishes in a wine bar instead of American style dishes. It is expensive, especially for this period...",Vino Cultura,Review 179 Similarity,0.353553391,"{'neg': 0.04, 'neu': 0.817, 'pos': 0.142, 'compound': 0.6275}",0.6275,pos
332,50,"I've been to VC many times and the food, wine, and service are excellent. The staff is always friendly and accommodating. The food is creative and tasty with a variety of choices. And, of course, the wine list is extensive, both in varieties and geography.I have attended both business dinners and dinner parties at VC and the atmosphere is great for both.",Vino Cultura,Review 120 Similarity,0.344265186,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.9485}",0.9485,pos
333,50,"Few days ago i had attended one of the Wine Master classes Andreas the owner is organizing. After that we stayed for dinner and that was my first time we ate there. We tried many different dishes, all very tasty. Best i can say was the Tuna Tataki from Cyprus Tuna, and the pizza. We had couple of different but has a huge selection and cant think any better place to drink a nice bottle of wine. It was Thursday night and was live jazz music, place was full with very nice people and all looked to enjoy there. Would love to visit again and recommend it to anyone!",Vino Cultura,Review 126 Similarity,0.344265186,"{'neg': 0.025, 'neu': 0.765, 'pos': 0.211, 'compound': 0.9767}",0.9767,pos
334,50,"This is a wine bar with fundamentals. It is not only a wonderful place with great ambiance and decent music, but it is also a very worthy tapas bar. The wine selection is vast and the tapas dishes, are very tasty, aside a couple of them that did not meet my requirements. The meat tapas is much better than the fish tapas so that's a note to take into consideration. Even if other wine bars have opened in town since Vino Cultura made its debut, I still count it as the finest with the most essence.",Vino Cultura,Review 61 Similarity,0.338061702,"{'neg': 0.02, 'neu': 0.871, 'pos': 0.108, 'compound': 0.8655}",0.8655,pos
335,50,"A place that has been here for many years and not only keeps its quality but also improves. Has a large variety of wines and the food which is mainly for sharing concept is fantastic. I would definately recommend for friends,couples or business meetings",Vino Cultura,Review 13 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9481}",0.9481,pos
336,50,"You simply can't fail with this place. The variety of wines and delis, the cuisine, the ambiance and the most of the times jazzy music, make it worth every single dime. Just excellent! Keep it up!",Vino Cultura,Review 28 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.8416}",0.8416,pos
337,50,"Enjoyed a wonderful afternoon at Vino Culture with colleagues, experienced great Wine & Tapas. Highly recommended!",Vino Cultura,Review 36 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.9258}",0.9258,pos
338,40,Very nice and worm place but the portions of the food are small and the wine are giid but very expensive,Vino Cultura,Review 49 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.2609}",0.2609,pos
339,50,The very best of wine and tapas menu. Service is superb and the staff are friendly and very helpful.,Vino Cultura,Review 98 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9421}",0.9421,pos
340,50,Cosy ambiance in a winery atmosphere with excellent choice of wines from around the world. Fusion cuisine with tastes that easily surpass the best of restaurants ultimately coupled with outstanding service and prices. Highly recommended for all occasions. Well done.,Vino Cultura,Review 101 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9552}",0.9552,pos
341,40,I heard about this place and finally I had the chance to be there with some local customers. Definitey a particular place to be. We had dinner outside but I had a chance to take a tour inside in the two exclusive cellars : one at the restaurant ground floor level and another once ( with exclusive selected wines ) upstairs. Food was nice and we enjoyed all dishes in a pleasant and relaxed atmopshere. Good and professional service by polite waitresses.,Vino Cultura,Review 105 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.9804}",0.9804,pos
343,50,Love it!!!! Absolutely recommend it!!! Excellent wine and food accompanied by wonderful relaxing music.,Vino Cultura,Review 123 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.9639}",0.9639,pos
344,40,"We visited the bar with friends for a casual night out. Nice atmosphere, nice music very good service, very polite and knowledgable staff. They've introduced a ""summer wine list"" with around 100 labels of easy summery wines at reduced prices. What an excellent idea!!. Nice food as always but the cheese platter needs some effort. Overall a great place to visit.",Vino Cultura,Review 144 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.957}",0.957,pos
345,50,"not located in the main tourist areas in Nicosia but most definitely worth a visit. Relaxed dining, excellent selection of wines and champagne..they do need to hire a barman who knows his way around cocktails. ..",Vino Cultura,Review 156 Similarity,0.333333333,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9525}",0.9525,pos
346,50,This place always has a relaxed atmosphere and you can try nice wine and cheese platters here at reasonable prices. A small problem is the parking but this is common in Cyprus restaurants!,Vino Cultura,Review 181 Similarity,0.333333333,"{'neg': 0.054, 'neu': 0.82, 'pos': 0.126, 'compound': 0.3489}",0.3489,pos
347,50,"Dined here on a few occasions and I must admit that each time it gets better and better,Excellent Food served always with a smile from the lovely staff,Great atmosphere and a huge selection of interesting wines from all over the world,definitely worth a visit if you are a food lover,my advice would be to go,sit back and relax and let the very knowledgeable Sommelier Andréas take you on a journey of matching food and wine with a interesting twist! Thank you Vino Cultura Team once again..you nailed it!",Vino Cultura,Review 75 Similarity,0.32338083300000003,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9738}",0.9738,pos
348,50,Excellent service. Excellent dishes. Wonderfu place with good choice of wines and a great atmosphere,Vino Cultura,Review 50 Similarity,0.316227766,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.9371}",0.9371,pos
349,40,This was my second visit in the last few months. There is a great wine list and really great tapas type food. The fillet steak dish is particularly good.,Vino Cultura,Review 133 Similarity,0.316227766,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.908}",0.908,pos
350,50,Night out with friends. Great environment very relaxing music. Nice place for meeting and great food exceptional service and very good prices for the quality of the food. this restaurant has also very good choices for wine.,Vino Cultura,Review 25 Similarity,0.305887645,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.9757}",0.9757,pos
351,40,"visited it last saturday with a couple, friends of us who reccomended it as they go often and they live in nicosia! Service great , tapas great & wine any of your choice!! had 2 bottles of different ones white and red! we all enjoy the place, the food and the cosy atmosphere with our friends!!!! it's a place and escape to get away from routine and the busy week to relax and have fun with your selections on variety of wines! we ll visit it often again....",Vino Cultura,Review 187 Similarity,0.305887645,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.9737}",0.9737,pos
352,50,"After visiting vino cultura wine and tapas bar in nicosia many times i strongly recommend it to anybody. Whether its for a romantic night out, a get together with friends, a business dinner or basically any event, you can rely on vino cultura. The excellent atmosphere, the friendly and experienced staff, the value for money wine and tapas will definately have you wanting to return again and again!!",Vino Cultura,Review 198 Similarity,0.305887645,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.96}",0.96,pos
353,50,"Nice place you can spend a relaxing evening .nice music ,delicious tapas and small bites .very big wine list . Everything is good but overpriced!",Vino Cultura,Review 87 Similarity,0.301511345,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8172}",0.8172,pos
354,50,"Love this place, really delicious wine and great tapas. The halloumi croquettes are amazing! Service is friendly and welcoming.",Vino Cultura,Review 4 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.9735}",0.9735,pos
355,50,Very good value for money✔️We tried the Tasting menu for 2. This included 7 amazing dishes with dessert as well. The lobster ravioli was absolutely delicious and the chicken with vegetables was perfection! We had the chocolate moose as a dessert which was simply splendid Truly good quality of food! However there was no AC inside which made the experience a little uncomfortable as it was quite hot... Nevertheless would definitely come back!!,Vino Cultura,Review 18 Similarity,0.298142397,"{'neg': 0.047, 'neu': 0.606, 'pos': 0.347, 'compound': 0.983}",0.983,pos
356,40,Nice wine and tapas place. Relaxed environment pleasant staff. Crowded at weekends you need to make s reservation,Vino Cultura,Review 31 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8519}",0.8519,pos
357,40,"Wine prices are rather expensive for the type of restaurant. Service is excellent despite the place is so busy, every time we visit. Food... portions could be bigger.",Vino Cultura,Review 39 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.5719}",0.5719,pos
358,30,"Nice atmosphere with excellent choices of wine, limited food choices and a bit too dark for my taste",Vino Cultura,Review 43 Similarity,0.298142397,"{'neg': 0.085, 'neu': 0.625, 'pos': 0.29, 'compound': 0.6808}",0.6808,pos
359,50,I was excited by the great and fast service. Quality food and excellent wines. I will definitely come back!,Vino Cultura,Review 67 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9215}",0.9215,pos
360,50,"The food and service are excellent. An ideal place for wine lovers with labels from all over the world,",Vino Cultura,Review 71 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.8885}",0.8885,pos
361,50,Great salads and pizza! As for the place it is really unique and like no other wine bar i ve ever been. Really friendly and helpful personel!,Vino Cultura,Review 72 Similarity,0.298142397,"{'neg': 0.059, 'neu': 0.564, 'pos': 0.376, 'compound': 0.9154}",0.9154,pos
362,40,"A fantastic experience with the a great producer Louis Latour . 4 whites and 2 top reds. Combination of food and wine almost perfect. The atmosphere in the private space , cellar, was excellent for the occasion. Cheers to Andreas and the big Louis Latour family",Vino Cultura,Review 81 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.9623}",0.9623,pos
363,50,"Friends evening out. Lovely Argentinian Rose wine with amazing salad, various tapas and deserts which were just delicious, escorted with lovely music. Very friendly, polite and helpful staff. A must visit!",Vino Cultura,Review 88 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.9771}",0.9771,pos
364,50,"We were here twice during our stay in Nicosia - for dinner and for the Jazz night. The cellar offers a great choice of wines (and cocktails), the flavors were unique and the staff was very very friendly! Totally recommended!",Vino Cultura,Review 131 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.8959}",0.8959,pos
365,40,Had drinks & nibbles here! Food excellent - salad was a large portion for two served with bread on the side. Halloumi croquette balls exquisite! Large variety of wines available by the glass. Atmosphere warm and inviting! Lovely music! :),Vino Cultura,Review 183 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.942}",0.942,pos
366,50,"excellent range of wines, great food and ambiance that will make people feel comfortable. you can visit either for business dinners or to enjoy with friends.",Vino Cultura,Review 185 Similarity,0.298142397,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9545}",0.9545,pos
367,40,"The atmosphere was great mainly for couples ... I liked the ambiance. The food was ok, we ordered different kind of tapas and tacos. The salad with halloumi cheese (local geese) was good. The prices comparing to quality are regular. They have large wine list too. The service was ok too. Nice place to be With friends, couples etc",Vino Cultura,Review 27 Similarity,0.288675135,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.959}",0.959,pos
368,40,"Very nice wine bar, lot f choices , very nice place, good for business , food is ok , I would prefer to have some more traditional choices for the food",Vino Cultura,Review 93 Similarity,0.277350098,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8898}",0.8898,pos
369,50,"If you are looking for a place with magic atmosphere, best wine, tapas and relaxing music vino cultura is the place to be. Friendly staff, quick service and good prices with high quality. Everybody speak about something new in Cyprus with many awards. People if you visit Nicosia don,t miss it. Every time new surprises from the chef and the owners!!",Vino Cultura,Review 150 Similarity,0.277350098,"{'neg': 0.022, 'neu': 0.72, 'pos': 0.258, 'compound': 0.9544}",0.9544,pos
370,40,"This was a night out with family, and one we wanted to be special. The restaurant is very nicely decorated and the staff attentive and professional. In addition to courteous service, they are open to share insights on wines and food, a nice treat for people who enjoy this sort of think.Overall a very enjoyable experience and evening but it is fair to say that this is not for the budget conscious!",Vino Cultura,Review 9 Similarity,0.272165527,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.9311}",0.9311,pos
371,50,"Great ambience, pleasant music, excellent service Fantastic selection of wines and other drinks. Cozy and well decorated.",Vino Cultura,Review 33 Similarity,0.272165527,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9501}",0.9501,pos
372,50,A great place with huge variety of wines like no other place in Cyprus and with a unique taste of bites...highly recommended!!!,Vino Cultura,Review 53 Similarity,0.272165527,"{'neg': 0.076, 'neu': 0.521, 'pos': 0.402, 'compound': 0.8547}",0.8547,pos
373,50,Food was great as always!!! Wine proposed by the sommelier was right on spot!! A place where they know what the customer wants and they deliver. Excellent team vino!,Vino Cultura,Review 103 Similarity,0.272165527,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.8741}",0.8741,pos
374,50,"Good place with a good prices. You can go there for the romantic evening for two, with bunch of friends or even arrange to have a celebration party there.",Vino Cultura,Review 159 Similarity,0.272165527,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9231}",0.9231,pos
375,50,"The food is amazing. Great ingredients. Very fresh and delicious. The menu is fantastic and the combination of ingredients is exquisite. The food is very well cooked. Not bland or dull or over/under cooked, which points to a very good chef. Excellent and wide range of wine. Service is top notch. The price is a little high but for top quality food, thats the price to pay. Overall, I enjoyed my experience very much!",Vino Cultura,Review 125 Similarity,0.267261242,"{'neg': 0.018, 'neu': 0.664, 'pos': 0.318, 'compound': 0.9689}",0.9689,pos
376,50,"This wine bar has a very good reputation in Nicosia and I can certainly vouch that it deserves it. Polite helpful staff, excellent food, an extensive cava with staff on hand to help with your selection. It has a certain standard that is always maintained and the music is just right. Having sampled various dishes, including their amazing platters, I was amazed to find out that the chef, Andreas, did not study abroad but here locally in Cyprus. He himself is a real treasure, very inventive and creative dishes. For me, eating inside the Cava area itself is a joy, wonderful atmosphere and to be surrounded by bottles of nectar is so delightful! Will be on my regular places to go to and would definately recommend to friends and family.",Vino Cultura,Review 128 Similarity,0.25819889,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.9935}",0.9935,pos
377,40,"We were a party of 3. We had 5 tapas and a salad. All of them were great.The girl who served suggested the wine after we decided what to eat. She explained great the taste of each one. Very polite.I liked the place, suggesting it, will go again",Vino Cultura,Review 91 Similarity,0.251976315,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.8714}",0.8714,pos
378,50,"I like going to this place, that is when u can get a table as i do not like booking well in advance. The food is very nice,the selection of wines is also amazing. Also the atmosphere is very cosy..Could improve a bit on the service.",Vino Cultura,Review 109 Similarity,0.251976315,"{'neg': 0.036, 'neu': 0.723, 'pos': 0.241, 'compound': 0.8797}",0.8797,pos
379,40,"I visited the bar with a friend of mine for a Saturday night out. The staff was very friendly, polite and knowledgeable and service was god. We tried 3 different wines and all had excellent quality and were served at proper temperature. Their price was also appropriate. The only thing we found really disappointing was the amount of food (fig bruscetta with goat cheese and tabouli) which was so miniature that it was `surprising` ! :( As both of them were made from really cheep ingredients (exception the goat cheese) we could not find any convincing explanation for the size of the portions.",Vino Cultura,Review 143 Similarity,0.251976315,"{'neg': 0.077, 'neu': 0.809, 'pos': 0.114, 'compound': 0.629}",0.629,pos
380,40,"Nice place for drink wines.If you are starving you must to eat before you go. The food is nice but the quantity was not enough for a hungry person. Price are acceptable not cheap and to expensive, it was fine.",Vino Cultura,Review 171 Similarity,0.251976315,"{'neg': 0.042, 'neu': 0.758, 'pos': 0.2, 'compound': 0.7227}",0.7227,pos
381,40,Nice place if you like modern place. If you look for cyprus food it s not the place but it’s good for Mediterranean food. They got nice wine selection for good price. The service is nice,Vino Cultura,Review 26 Similarity,0.24759378399999998,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.9568}",0.9568,pos
382,50,"What a wonderful spot in Nicosia!!!!! The wine list is selected with such a care!!! The food is great with a large variety of platers and plates to share!!!! Really the place to come, relax and spend a wonderful time with your friends and coworkers!!!!",Vino Cultura,Review 122 Similarity,0.23570226,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9715}",0.9715,pos
383,50,The wine list is for every taste.. The food here is excellent with premium service. Highly recommended for food and drinks.,Vino Cultura,Review 57 Similarity,0.222222222,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.6997}",0.6997,pos
384,50,"This place is appropriate for a romantic evening or a funny night out with your friends! It has a wide range of wines,nice decoration and nice music!",Vino Cultura,Review 202 Similarity,0.222222222,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9018}",0.9018,pos
385,50,Its really wonderful place nice food and you can select any kind of wine that you may like. Its also nice place for business diner,Vino Cultura,Review 48 Similarity,0.21081851100000001,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9122}",0.9122,pos
386,50,"Great wine list, great atmosphere and fantastic staff! I would definitely go back again next time in Nicosia.",Vino Cultura,Review 111 Similarity,0.21081851100000001,"{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.9412}",0.9412,pos
387,40,"I like this place, it's relaxing, you can enjoy your wine n nice music - sometimes it has live music- excellent sevice, tasty tapas, but eapecially the food is too expensive n the portions are quite small. all in all tho i definetly recommend it!",Vino Cultura,Review 174 Similarity,0.21081851100000001,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8943}",0.8943,pos
388,40,Great food to share and an extensive wine list to match. It’s always busy at the weekends with a great atmosphere making it the perfect place for a small group of friends to gather.,Vino Cultura,Review 3 Similarity,0.201007563,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9531}",0.9531,pos
389,50,"This wine bar + restaurant keeps me coming back for great food and a huge variation of spirits with great service Vino it's a unique place worth to visit! for making Sundays, FUNdays - YOU ROCK! :) If…” read more Offers reservations",Vino Cultura,Review 34 Similarity,0.201007563,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9431}",0.9431,pos
